dataset,N_round,performance,features
normal/genes,1,0.6703578782176265,439
normal/genes,2,0.7072259251014339,15
normal/genes,3,0.6972767866753005,15
normal/genes,4,0.7034575139030376,15
normal/genes,5,0.7000692535116472,15
normal/genes,6,0.699601179141343,15
normal/genes,7,0.7027914633007432,15
normal/genes,8,0.7032607749668196,15
normal/genes,9,0.7024176043817595,15
