dataset,N_round,performance,features
normal/genes,1,0.7349670994839099,3562
normal/genes,2,0.7689980557872689,400
normal/genes,3,0.7960608417118741,116
normal/genes,4,0.8059830649159548,95
normal/genes,5,0.8149415085602472,91
normal/genes,6,0.8253614253304506,91
normal/genes,7,0.8178799966414245,91
normal/genes,8,0.8207562838126055,91
normal/genes,9,0.8193060292330295,91
