dataset,N_round,performance,features
normal/transcripts,1,0.6034168667040198,1568
normal/transcripts,2,0.6871380088364533,234
normal/transcripts,3,0.7081548607227434,41
normal/transcripts,4,0.7050765853410894,32
normal/transcripts,5,0.6899743595855371,30
normal/transcripts,6,0.6979115960703709,28
normal/transcripts,7,0.6984985619485387,26
normal/transcripts,8,0.6848215567510986,24
normal/transcripts,9,0.6935486294370377,17
