dataset,N_round,performance,features
denovo/transcripts,1,0.7009402032399712,4260
denovo/transcripts,2,0.7628519150992763,1053
denovo/transcripts,3,0.7996285349611078,450
denovo/transcripts,4,0.8236590510005158,302
denovo/transcripts,5,0.8406561886786555,114
denovo/transcripts,6,0.8381504704321379,109
denovo/transcripts,7,0.8458639996128192,109
denovo/transcripts,8,0.8398718735668527,109
denovo/transcripts,9,0.8417126764258087,109
