mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_coxnetsurvivalanalysis__alphas,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.051631784439087,0.10466109282727604,0.42206392288208006,0.07102273837478813,[0.05010948947567189],{'coxnetsurvivalanalysis__alphas': [0.05010948947567189]},0.6568880544473128,0.5382375478927203,0.6546762589928058,0.5993514682039273,0.5841550493029581,0.6066616757679448,0.04487747310722588,4
1.137196159362793,0.1191337633025749,0.48053793907165526,0.13588058032958336,[0.03932392147525513],{'coxnetsurvivalanalysis__alphas': [0.03932392147525513]},0.6472659000234686,0.6110344827586207,0.7108979483080202,0.6022338317420285,0.6445086705202312,0.6431881666704738,0.03824683805925454,1
9.230105304718018,15.479468797504524,0.25360770225524903,0.15968337645217048,[0.03085983945102441],{'coxnetsurvivalanalysis__alphas': [0.03085983945102441]},0.6714386294297113,0.6688122605363984,0.7490007993605116,0.6015132408575031,0.5,0.6381529860368249,0.08338330931938148,2
10.604779767990113,16.312547239675375,0.1898294448852539,0.10662869826199577,[0.02421756669263677],{'coxnetsurvivalanalysis__alphas': [0.02421756669263677]},0.6608777282328092,0.5,0.7045030642152944,0.6137632858944334,0.684971098265896,0.6328230353216866,0.07300650048544273,3
3.7325046062469482,3.0029889093854067,0.04016790390014648,0.08033580780029297,[0.019004976919698168],{'coxnetsurvivalanalysis__alphas': [0.019004976919698168]},0.5,0.5,0.6690647482014388,0.5,0.5,0.5338129496402877,0.06762589928057552,7
15.786662769317626,16.96030922009446,0.0,0.0,[0.01491434512403254],{'coxnetsurvivalanalysis__alphas': [0.01491434512403254]},0.5,0.5,0.5,0.5,0.5,0.5,0.0,12
103.62255954742432,106.58884193774846,0.0,0.0,[0.011704181037347237],{'coxnetsurvivalanalysis__alphas': [0.011704181037347237]},0.5,0.5,0.5,0.5,0.5,0.5,0.0,12
243.36089930534362,203.02904713839766,0.063824462890625,0.08222514985247502,[0.009184972763856753],{'coxnetsurvivalanalysis__alphas': [0.009184972763856753]},0.7038253931002112,0.5149425287356322,0.5,0.5,0.5,0.5437535843671687,0.08024486190728485,6
504.6862069606781,200.73813211031245,0.11729874610900878,0.09718343555399651,[0.007207998953843205],{'coxnetsurvivalanalysis__alphas': [0.007207998953843205]},0.4926073691621685,0.5025287356321839,0.5,0.6546568185912448,0.5,0.5299585846771194,0.062437477610945265,9
913.659257888794,133.8777784889946,0.1502079486846924,0.07576338908271549,[0.005656549045311357],{'coxnetsurvivalanalysis__alphas': [0.005656549045311357]},0.46280215911757805,0.45808429118773947,0.44364508393285373,0.6121419564042515,0.5,0.49533469812848463,0.06129188487050225,17
1294.297603559494,188.59462521175516,0.135697603225708,0.07128743802751279,[0.004439033261090127],{'coxnetsurvivalanalysis__alphas': [0.004439033261090127]},0.4578737385590237,0.42789272030651343,0.427124966693312,0.5946676274545127,0.5,0.48151181060267234,0.06251039292653375,20
1085.9817492961884,221.77304802683602,0.10698156356811524,0.055733535941218174,[0.0034835756103622387],{'coxnetsurvivalanalysis__alphas': [0.0034835756103622387]},0.6174606899788782,0.5,0.5209166000532907,0.5917852639164115,0.541652499149949,0.5543630106197058,0.04385726527624357,5
523.7076840400696,632.6632733662323,0.05121006965637207,0.06326246063588727,[0.002733770692704944],{'coxnetsurvivalanalysis__alphas': [0.002733770692704944]},0.5402487678948603,0.5,0.5,0.5,0.5217613056783407,0.5124020147146402,0.01627555158493721,10
70.53055276870728,117.08977510086045,0.0,0.0,[0.0021453538077548257],{'coxnetsurvivalanalysis__alphas': [0.0021453538077548257]},0.5,0.5,0.5,0.5,0.5,0.5,0.0,12
291.61901593208313,550.6545396817244,0.019925546646118165,0.03985109329223633,[0.0016835877905670715],{'coxnetsurvivalanalysis__alphas': [0.0016835877905670715]},0.5,0.5,0.5,0.5,0.5083304998299898,0.501666099965998,0.003332199931995916,11
107.17521896362305,177.26684154495555,0.0,0.0,[0.0013212123046094971],{'coxnetsurvivalanalysis__alphas': [0.0013212123046094971]},0.5,0.5,0.5,0.5,0.5,0.5,0.0,12
450.45475735664365,857.5263001409401,0.02375631332397461,0.04751262664794922,[0.0010368345289933347],{'coxnetsurvivalanalysis__alphas': [0.0010368345289933347]},0.5,0.5,0.5,0.5,0.657089425365522,0.5314178850731044,0.06283577014620878,8
462.1733063220978,881.5959398500743,0.015298843383789062,0.030597686767578125,[0.0008136662342321807],{'coxnetsurvivalanalysis__alphas': [0.0008136662342321807]},0.5,0.5,0.5,0.5,0.4624277456647399,0.49248554913294795,0.01502890173410405,18
449.49313549995424,849.5503641131975,0.013825654983520508,0.027651309967041016,[0.0006385326898520313],{'coxnetsurvivalanalysis__alphas': [0.0006385326898520313]},0.5,0.5,0.5,0.5,0.4602176130567834,0.49204352261135664,0.015912954777286648,19
26.439817810058592,4.5213567605413285,0.0,0.0,[0.0005010948947567189],{'coxnetsurvivalanalysis__alphas': [0.0005010948947567189]},0.5,0.5,0.5,0.5,0.5,0.5,0.0,12
