dataset,N_round,performance,features
denovo/genes,1,0.6067477368694807,1202
denovo/genes,2,0.659083633099598,108
denovo/genes,3,0.6655535112176403,24
denovo/genes,4,0.6889782436739618,22
denovo/genes,5,0.675927873915622,9
denovo/genes,6,0.6741913364445344,7
denovo/genes,7,0.6841318458947538,5
denovo/genes,8,0.6752479078956299,3
denovo/genes,9,0.671979185241867,1
