dataset,N_round,performance,features
normal/transcripts,1,0.6719886583743373,86
normal/transcripts,2,0.7006325541453106,32
normal/transcripts,3,0.7094124554909095,32
normal/transcripts,4,0.7105822556574996,32
normal/transcripts,5,0.7041600655636855,32
normal/transcripts,6,0.7084192660624038,32
normal/transcripts,7,0.7048846446271004,32
normal/transcripts,8,0.7106218211324361,32
normal/transcripts,9,0.7078903258516398,32
