## trainnig 
# mean cindex: [0.7125548  0.71218139 0.71148957 0.71055087 0.70895923] 
# best alpha: [0.012589254117941675] 
## validation 
# cindex:0.6928965720905931 
# features in: 3+age+treatment, features out: 4 
## baseline 
## features: ['age', 'treatGroup=CytoImmu', 'treatGroup=Endo', 'treatGroup=EndoCyto', 'treatGroup=EndoCytoImmu', 'treatGroup=EndoImmu'] 
# cindex: 0.7074691624451966 
# base_mean_auc: 0.7264476659177086 
AUC,base,time,mean
0.7449300808144683,0.7497352038419242,775.5,0.7063198321186754
0.7502105800180681,0.7585831501266684,835.5,0.7063198321186754
0.7393154149826862,0.7442454231987335,895.5,0.7063198321186754
0.7032437307774441,0.730985256338062,955.5,0.7063198321186754
0.6955394991659312,0.7162562548687551,1015.5,0.7063198321186754
0.6992398004193163,0.7199097618267033,1075.5,0.7063198321186754
0.7071331734996797,0.7274239297483261,1135.5,0.7063198321186754
0.7005830521647651,0.7164801030902238,1195.5,0.7063198321186754
0.6990963631485133,0.706850021723126,1255.5,0.7063198321186754
0.7043389664421165,0.7122723063748314,1315.5,0.7063198321186754
0.6750986874559335,0.6840002363804251,1375.5,0.7063198321186754
0.6830600404291685,0.6922784708255618,1435.5,0.7063198321186754
0.6799063388558273,0.6901284128779643,1495.5,0.7063198321186754
0.6844349404906063,0.6947939943212164,1555.5,0.7063198321186754
0.6864278447334736,0.6974907617606301,1615.5,0.7063198321186754
0.7027508884721059,0.7124523806217309,1675.5,0.7063198321186754
0.6940058975285859,0.7040832430703889,1735.5,0.7063198321186754
0.7049380734905265,0.7157929024487958,1795.5,0.7063198321186754
0.7045802509876025,0.7171691530814357,1855.5,0.7063198321186754
0.717566098903009,0.7311899008602141,1915.5,0.7063198321186754
0.7005843113297534,0.7241118315847866,1975.5,0.7063198321186754
0.702092106141176,0.7251770936031078,2035.5,0.7063198321186754
0.6921432966314485,0.7148806945010682,2095.5,0.7063198321186754
0.6903763416171781,0.7136440925367838,2155.5,0.7063198321186754
0.6933542762664884,0.7208904072666197,2215.5,0.7063198321186754
0.6905858012921203,0.7164448540097945,2275.5,0.7063198321186754
0.6893089956399469,0.7186662581309247,2335.5,0.7063198321186754
0.6875392894927846,0.7215032453813346,2395.5,0.7063198321186754
0.6901088061445679,0.7241476639771689,2455.5,0.7063198321186754
0.6839679758467521,0.7218227168315582,2515.5,0.7063198321186754
0.6829755932861455,0.719894985002103,2575.5,0.7063198321186754
0.6842952979138559,0.7233890756284457,2635.5,0.7063198321186754
0.6967119359577236,0.7391771019294209,2695.5,0.7063198321186754
0.7067240782958557,0.7454038883150358,2755.5,0.7063198321186754
0.704147436935417,0.7473997743881907,2815.5,0.7063198321186754
0.7196654250321702,0.7675082498742771,2875.5,0.7063198321186754
0.7029820681489167,0.7536279100003982,2935.5,0.7063198321186754
0.6390306065923983,0.682991302976808,2995.5,0.7063198321186754
0.6127069944353036,0.6601682443340433,3055.5,0.7063198321186754
