## trainnig 
# mean cindex: [0.73420459 0.71792894 0.70223423 0.69814575 0.69814575] 
# best alpha: [0.015848931924611134] 
## validation 
# cindex:0.7331728038890529 
# features in: 1790+age+treatment, features out: 137 
## baseline 
## features: ['age', 'treatGroup=CytoImmu', 'treatGroup=Endo', 'treatGroup=EndoCyto', 'treatGroup=EndoCytoImmu', 'treatGroup=EndoImmu'] 
# cindex: 0.7074691624451966 
# base_mean_auc: 0.7264476659177086 
AUC,base,time,mean
0.7755566035516471,0.7497352038419242,775.5,0.7480257706039646
0.782262560001716,0.7585831501266684,835.5,0.7480257706039646
0.7783839334386122,0.7442454231987335,895.5,0.7480257706039646
0.7564421412731892,0.730985256338062,955.5,0.7480257706039646
0.7591037745969103,0.7162562548687551,1015.5,0.7480257706039646
0.7633634494052113,0.7199097618267033,1075.5,0.7480257706039646
0.7693199251606178,0.7274239297483261,1135.5,0.7480257706039646
0.7594890552224856,0.7164801030902238,1195.5,0.7480257706039646
0.7603380677442353,0.706850021723126,1255.5,0.7480257706039646
0.7596634238913212,0.7122723063748314,1315.5,0.7480257706039646
0.7238110814581078,0.6840002363804251,1375.5,0.7480257706039646
0.7288554402386008,0.6922784708255618,1435.5,0.7480257706039646
0.7253029310175769,0.6901284128779643,1495.5,0.7480257706039646
0.7248161845063767,0.6947939943212164,1555.5,0.7480257706039646
0.7229205644149259,0.6974907617606301,1615.5,0.7480257706039646
0.7369608610734597,0.7124523806217309,1675.5,0.7480257706039646
0.7316166107517739,0.7040832430703889,1735.5,0.7480257706039646
0.738485453979567,0.7157929024487958,1795.5,0.7480257706039646
0.7388661721255054,0.7171691530814357,1855.5,0.7480257706039646
0.7508331572197708,0.7311899008602141,1915.5,0.7480257706039646
0.7432561851013596,0.7241118315847866,1975.5,0.7480257706039646
0.7466672462628455,0.7251770936031078,2035.5,0.7480257706039646
0.7397038676507901,0.7148806945010682,2095.5,0.7480257706039646
0.7374842001453715,0.7136440925367838,2155.5,0.7480257706039646
0.7422024541544945,0.7208904072666197,2215.5,0.7480257706039646
0.7370214561712208,0.7164448540097945,2275.5,0.7480257706039646
0.737457997495998,0.7186662581309247,2335.5,0.7480257706039646
0.7371740267674272,0.7215032453813346,2395.5,0.7480257706039646
0.7411854948740716,0.7241476639771689,2455.5,0.7480257706039646
0.7361063391131741,0.7218227168315582,2515.5,0.7480257706039646
0.7346009447572734,0.719894985002103,2575.5,0.7480257706039646
0.7311093066696712,0.7233890756284457,2635.5,0.7480257706039646
0.7323581355340744,0.7391771019294209,2695.5,0.7480257706039646
0.7392710212857554,0.7454038883150358,2755.5,0.7480257706039646
0.7423788059329802,0.7473997743881907,2815.5,0.7480257706039646
0.7460706880109076,0.7675082498742771,2875.5,0.7480257706039646
0.7413760611650442,0.7536279100003982,2935.5,0.7480257706039646
0.6837383323750724,0.682991302976808,2995.5,0.7480257706039646
0.6675334802766337,0.6601682443340433,3055.5,0.7480257706039646
