,coefficient
age,0.5114283991624514
MSTRG.11651_ENST00000372336.4,-0.003129152999728344
MSTRG.67599_ENST00000515726.1,-0.0010344391547709153
MSTRG.12318_ENST00000324109.9,-0.011277366491133617
