dataset,N_round,performance,features
denovo/transcripts,1,0.6621954700786953,134
denovo/transcripts,2,0.7194080824303252,58
denovo/transcripts,3,0.7109065878883734,58
denovo/transcripts,4,0.7175601203171774,58
denovo/transcripts,5,0.7129100029948551,58
denovo/transcripts,6,0.7112970444157555,58
denovo/transcripts,7,0.7143989950632712,58
denovo/transcripts,8,0.7125012298216298,58
denovo/transcripts,9,0.7063294650141068,58
