dataset,N_round,performance,features
normal/genes,1,0.787320632707811,6444
normal/genes,2,0.7955566579163273,1096
normal/genes,3,0.810934200518069,465
normal/genes,4,0.8367739709862928,413
normal/genes,5,0.8324431128142827,413
normal/genes,6,0.8246915578765616,356
normal/genes,7,0.8431363062205595,352
normal/genes,8,0.8436233997860816,350
normal/genes,9,0.8259643285862429,230
